school_name,school_id,province,department,zone,is_self_line_34,is_double_first_class,has_graduate_school,yz_detail_url,yz_contact_url,yz_detail_page_status,yz_detail_error,yz_brochure_url,yz_notice_url,official_site_url,external_site_candidates,contact_page_status,contact_page_title,source_list_url,fetched_at,contact_error
北京工商大学,367888,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367888.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367888,categoryId-441926.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367888,categoryId-10460788,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10011&ssdm=11 ,http://www.btbu.edu.cn,http://www.btbu.edu.cn/xysh/xxdy/fclxq/index.htm,200,北京工商大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.773772+00:00,
北京服装学院,367889,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367889.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367889,categoryId-476206.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367889,categoryId-10460790,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10012&ssdm=11 ,https://www.bift.edu.cn,https://www.bift.edu.cn/index.html | https://yjs.bift.edu.cn,200,北京服装学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:23.515496+00:00,
北京邮电大学,367890,北京,教育部,A,false,true,true,https://yz.chsi.com.cn/sch/schoolInfo--schId-367890.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367890,categoryId-442031.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367890,categoryId-10460792,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10013&ssdm=11 ,http://www.bupt.edu.cn,http://www.bupt.edu.cn/ | http://www.bupt.edu.cn,200,北京邮电大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:27.441351+00:00,
北京印刷学院,367891,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367891.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367891,categoryId-442136.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367891,categoryId-10460794,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10015&ssdm=11 ,https://www.bigc.edu.cn,http://gs.bigc.edu.cn/,200,北京印刷学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.005259+00:00,
北京建筑大学,367892,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367892.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367892,categoryId-442241.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367892,categoryId-10460796,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10016&ssdm=11 ,https://www.bucea.edu.cn,http://yjsc.bucea.edu.cn/index.htm | http://www.bucea.edu.cn | http://yjsy.bucea.edu.cn/index.htm,200,北京建筑大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.135616+00:00,
北京石油化工学院,302960377,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-302960377.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-302960377,categoryId-302960431.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-302960377,categoryId-302960442,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10017&ssdm=11 ,https://www.bipt.edu.cn,https://www.bipt.edu.cn/pub/yjszsw/lxfs/d0a463fd485b4d42972ee14975653f4b.htm,200,北京石油化工学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.168850+00:00,
北京电子科技学院,302960684,北京,中央办公厅,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-302960684.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-302960684,categoryId-302960730.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-302960684,categoryId-302960743,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10018&ssdm=11 ,http://www.besti.edu.cn,http://www.besti.edu.cn,200,北京电子科技学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.584980+00:00,
中国农业大学,367893,北京,教育部,A,true,true,true,https://yz.chsi.com.cn/sch/schoolInfo--schId-367893.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367893,categoryId-476431.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367893,categoryId-10460798,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10019&ssdm=11 ,http://www.cau.edu.cn,http://www.cau.edu.cn/col/col10253/index.html,200,中国农业大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:25.929883+00:00,
北京农学院,367894,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367894.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367894,categoryId-442346.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367894,categoryId-10460800,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10020&ssdm=11 ,https://www.bua.edu.cn,http://www.bua.edu.cn/ | http://kjc.bua.edu.cn/yz/,200,北京农学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:34:24.872832+00:00,
北京林业大学,367895,北京,教育部,A,false,true,true,https://yz.chsi.com.cn/sch/schoolInfo--schId-367895.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367895,categoryId-442452.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367895,categoryId-10460802,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10022&ssdm=11 ,https://www.bjfu.edu.cn,http://mba.bjfu.edu.cn/ | http://graduate.bjfu.edu.cn | http://yz.chsi.cn/ | http://mba.bjfu.edu.cn,200,北京林业大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/,2026-04-26T13:41:02.416457+00:00,
北京协和医学院,367867,北京,国家卫生健康委员会,A,false,true,true,https://yz.chsi.com.cn/sch/schoolInfo--schId-367867.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367867,categoryId-440248.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367867,categoryId-10460804,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10023&ssdm=11 ,https://www.pumc.edu.cn,http://graduate.pumc.edu.cn/zhaosheng/default.aspx,200,北京协和医学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:24.828659+00:00,
首都医科大学,367865,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367865.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367865,categoryId-440142.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367865,categoryId-10460806,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10025&ssdm=11 ,https://www.ccmu.edu.cn,http://yjsh.ccmu.edu.cn/index.htm | https://yjsh.ccmu.edu.cn/zsgz/sszs/index.htm,200,首都医科大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:24.827940+00:00,
北京中医药大学,367885,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367885.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367885,categoryId-466576.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367885,categoryId-10460808,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10026&ssdm=11 ,https://www.bucm.edu.cn,http://202.204.32.121:8089/ | http://yanjiusheng.bucm.edu.cn,200,北京中医药大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:25.297038+00:00,
北京师范大学,367859,北京,教育部,A,true,true,true,https://yz.chsi.com.cn/sch/schoolInfo--schId-367859.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367859,categoryId-439617.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367859,categoryId-10460810,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10027&ssdm=11 ,https://www.bnu.edu.cn,https://yz.bnu.edu.cn/detail/d145d708 | https://yz.bnu.edu.cn/detail/bcfeba98,200,北京师范大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:25.388794+00:00,
首都师范大学,367860,北京,北京市,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367860.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367860,categoryId-439722.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367860,categoryId-10460812,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10028&ssdm=11 ,https://www.cnu.edu.cn,http://grad.cnu.edu.cn/ | https://grad.cnu.edu.cn/,200,首都师范大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:25.389277+00:00,
首都体育学院,367861,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367861.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367861,categoryId-439827.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367861,categoryId-10460814,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10029&ssdm=11 ,https://www.cupes.edu.cn,https://gs.cupes.edu.cn/,200,首都体育学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:41:02.766901+00:00,
北京外国语大学,367862,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367862.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367862,categoryId-487456.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367862,categoryId-10460816,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10030&ssdm=11 ,https://www.bfsu.edu.cn,http://yz.chsi.cn/ | http://graduate.bfsu.edu.cn/html | http://book.douban.com/search/%5B%E7%91%9E%E5%A3%AB%5D%20%E8%B4%B9%E5%B0%94%E8%BF%AA%E5%8D%97%C2%B7%E5%BE%B7%C2%B7%E7%B4%A2%E7%BB%AA%E5%B0%94 | http://***/search.aspx?category=01&key2=%EF%BF%BD%EF%BF%BD%C2%B3%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD | http://***/search.aspx?category=01&key2=%EF%BF%BD%C2%B2%EF%BF%BD%CB%B9%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD | http://202.204.128.180/html/zs/,200,北京外国语大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:41:02.683598+00:00,
北京第二外国语学院,367863,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367863.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367863,categoryId-439932.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367863,categoryId-10460818,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10031&ssdm=11 ,https://www.bisu.edu.cn,http://www.bisu.edu.cn | http://zs.bisu.edu.cn,200,北京第二外国语学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:25.903824+00:00,
北京语言大学,367864,北京,教育部,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367864.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367864,categoryId-440037.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367864,categoryId-10460820,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10032&ssdm=11 ,https://www.blcu.edu.cn,http://yjsy.blcu.edu.cn/index.php/default/zhaosheng,200,北京语言大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:41:02.733119+00:00,
中国传媒大学,367876,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367876.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367876,categoryId-440980.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367876,categoryId-10460822,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10033&ssdm=11 ,http://www.cuc.edu.cn,http://www.cuc.edu.cn/map/map.htm | http://www.cuc.edu.cn/xrld,200,中国传媒大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:27.267747+00:00,
中央财经大学,367866,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367866.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367866,categoryId-479086.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367866,categoryId-10460824,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10034&ssdm=11 ,http://www.cufe.edu.cn,http://www.cufe.edu.cn/ | http://gs.cufe.edu.cn/ | http://www.cufe.edu.cn | http://gs.cufe.edu.cn,200,中央财经大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:26.589262+00:00,
对外经济贸易大学,367897,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367897.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367897,categoryId-472021.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367897,categoryId-10460826,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10036&ssdm=11 ,https://www.uibe.edu.cn,http://gs.uibe.edu.cn | http://g,200,对外经济贸易大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:26.578936+00:00,
北京物资学院,367868,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367868.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367868,categoryId-440353.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367868,categoryId-10460828,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10037&ssdm=11 ,https://www.bwu.edu.cn,http://www.bwu.edu.cn/ | http://yjsb.bwu.edu.cn/ | http://www.bwu.edu.cn,200,北京物资学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:27.157186+00:00,
首都经济贸易大学,367927,北京,北京市,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367927.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367927,categoryId-445288.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367927,categoryId-10461951,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10038&ssdm=11 ,https://www.cueb.edu.cn,http://yjs.cueb.edu.cn/zsks/zsdt/index.htm,200,首都经济贸易大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:29.176786+00:00,
外交学院,367887,北京,外交部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367887.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367887,categoryId-441821.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367887,categoryId-10460830,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10040&ssdm=11 ,http://www.cfau.edu.cn,http://www.cfau.edu.cn,200,外交学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:27.732398+00:00,
中国人民公安大学,367870,北京,公安部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367870.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367870,categoryId-474271.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367870,categoryId-10460832,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10041&ssdm=11 ,https://www.cppsu.edu.cn,http://yzb.cppsu.edu.cn/ | http://yzb.ppsuc.edu.cn,200,中国人民公安大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:27.802338+00:00,
国际关系学院,367871,北京,教育部,A,false,false,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367871.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367871,categoryId-440562.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367871,categoryId-10460834,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10042&ssdm=11 ,http://www.***,http://www.*** | http://***,200,国际关系学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:27.999505+00:00,
北京体育大学,367872,北京,国家体育总局,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367872.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367872,categoryId-440664.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367872,categoryId-10460836,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10043&ssdm=11 ,https://www.bsu.edu.cn,https://zs.bsu.edu.cn,200,北京体育大学_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:28.354161+00:00,
中央音乐学院,367873,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367873.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367873,categoryId-440769.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367873,categoryId-10460838,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10045&ssdm=11 ,https://www.ccom.edu.cn,https://www.ccom.edu.cn,200,中央音乐学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:34:28.535530+00:00,
中国音乐学院,367874,北京,北京市,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367874.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367874,categoryId-465991.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367874,categoryId-10460840,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10046&ssdm=11 ,https://www.ccmusic.edu.cn,https://yjsy.ccmusic.edu.cn/zsgz/ssyjszs/64224e1a1c064dcbaafc1135c6b5df4d.htm,200,中国音乐学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=20,2026-04-26T13:41:02.955090+00:00,
中央美术学院,367875,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367875.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367875,categoryId-440875.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367875,categoryId-10460842,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10047&ssdm=11 ,http://www.cafa.com.cn/newsit/jy/index.html,http://www.cafa.com.cn/newsit/jy/index.html,200,中央美术学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=40,2026-04-26T13:34:30.103552+00:00,
中央戏剧学院,367858,北京,教育部,A,false,true,false,https://yz.chsi.com.cn/sch/schoolInfo--schId-367858.dhtml,"https://yz.chsi.com.cn/sch/schoolInfo--schId-367858,categoryId-473686.dhtml",200,,"https://yz.chsi.com.cn/sch/listZszc--schId-367858,categoryId-10460844,mindex-13,start-0.dhtml",https://yz.chsi.com.cn/sswbgg/?dwdm=10048&ssdm=11 ,https://www.zhongxi.cn,http://www.zhongxi.cn | https://www.zhongxi.cn,200,中央戏剧学院_院校信息_中国研究生招生信息网,https://yz.chsi.com.cn/sch/?start=40,2026-04-26T13:34:30.412661+00:00,
